source,label,party,target,weight
337,Matthias Gastel,Greens,78,1
338,Matthias Hauer,CDU,119,2
338,Matthias Hauer,CDU,138,1
338,Matthias Hauer,CDU,139,3
338,Matthias Hauer,CDU,143,9
338,Matthias Hauer,CDU,147,1
338,Matthias Hauer,CDU,155,1
338,Matthias Hauer,CDU,177,1
338,Matthias Hauer,CDU,193,1
338,Matthias Hauer,CDU,241,2
338,Matthias Hauer,CDU,284,1
338,Matthias Hauer,CDU,290,2
338,Matthias Hauer,CDU,34,2
338,Matthias Hauer,CDU,352,2
338,Matthias Hauer,CDU,354,1
338,Matthias Hauer,CDU,406,2
338,Matthias Hauer,CDU,408,1
338,Matthias Hauer,CDU,444,1
338,Matthias Hauer,CDU,45,1
338,Matthias Hauer,CDU,453,3
338,Matthias Hauer,CDU,459,2
338,Matthias Hauer,CDU,468,1
338,Matthias Hauer,CDU,479,5
338,Matthias Hauer,CDU,480,1
338,Matthias Hauer,CDU,507,1
338,Matthias Hauer,CDU,518,1
338,Matthias Hauer,CDU,547,1
338,Matthias Hauer,CDU,59,3
338,Matthias Hauer,CDU,68,1
338,Matthias Hauer,CDU,7,1
338,Matthias Hauer,CDU,8,4
34,Antje Tillmann,CDU,338,1
34,Antje Tillmann,CDU,77,1
340,Matthias Höhn,The Left,10,1
340,Matthias Höhn,The Left,166,1
340,Matthias Höhn,The Left,266,1
340,Matthias Höhn,The Left,502,1
341,Matthias Nölke,FDP,428,1
342,Marc Biadacz,CDU,473,1
344,Eva Schreiber,The Left,107,1
346,Karsten Klein,FDP,142,1
346,Karsten Klein,FDP,228,2
35,Armin Schuster,CDU,176,1
35,Armin Schuster,CDU,284,1
35,Armin Schuster,CDU,473,1
351,Michael Meister,CDU,180,1
351,Michael Meister,CDU,396,1
351,Michael Meister,CDU,517,1
352,Metin Hakverdi,SPD,118,1
352,Metin Hakverdi,SPD,166,3
352,Metin Hakverdi,SPD,202,1
352,Metin Hakverdi,SPD,250,1
352,Metin Hakverdi,SPD,338,3
352,Metin Hakverdi,SPD,376,1
352,Metin Hakverdi,SPD,386,1
352,Metin Hakverdi,SPD,395,2
352,Metin Hakverdi,SPD,453,1
352,Metin Hakverdi,SPD,465,2
352,Metin Hakverdi,SPD,47,1
352,Metin Hakverdi,SPD,68,1
352,Metin Hakverdi,SPD,70,1
353,Christoph Meyer,FDP,139,1
353,Christoph Meyer,FDP,177,1
353,Christoph Meyer,FDP,295,1
353,Christoph Meyer,FDP,300,1
353,Christoph Meyer,FDP,316,1
353,Christoph Meyer,FDP,399,1
353,Christoph Meyer,FDP,46,1
353,Christoph Meyer,FDP,47,1
353,Christoph Meyer,FDP,494,1
354,Michael Grosse-Brömer,CDU,103,1
354,Michael Grosse-Brömer,CDU,110,1
354,Michael Grosse-Brömer,CDU,115,1
354,Michael Grosse-Brömer,CDU,138,1
354,Michael Grosse-Brömer,CDU,151,1
354,Michael Grosse-Brömer,CDU,180,1
354,Michael Grosse-Brömer,CDU,193,1
354,Michael Grosse-Brömer,CDU,223,4
354,Michael Grosse-Brömer,CDU,248,1
354,Michael Grosse-Brömer,CDU,316,6
354,Michael Grosse-Brömer,CDU,335,1
354,Michael Grosse-Brömer,CDU,338,1
354,Michael Grosse-Brömer,CDU,399,2
354,Michael Grosse-Brömer,CDU,416,1
354,Michael Grosse-Brömer,CDU,42,1
354,Michael Grosse-Brömer,CDU,423,1
354,Michael Grosse-Brömer,CDU,446,1
354,Michael Grosse-Brömer,CDU,459,1
354,Michael Grosse-Brömer,CDU,460,1
354,Michael Grosse-Brömer,CDU,465,1
354,Michael Grosse-Brömer,CDU,473,2
354,Michael Grosse-Brömer,CDU,479,6
354,Michael Grosse-Brömer,CDU,498,1
354,Michael Grosse-Brömer,CDU,547,2
354,Michael Grosse-Brömer,CDU,59,1
355,Michelle Müntefering,SPD,113,1
355,Michelle Müntefering,SPD,118,1
355,Michelle Müntefering,SPD,250,1
355,Michelle Müntefering,SPD,259,3
355,Michelle Müntefering,SPD,363,1
355,Michelle Müntefering,SPD,373,1
355,Michelle Müntefering,SPD,42,1
355,Michelle Müntefering,SPD,453,1
355,Michelle Müntefering,SPD,463,1
355,Michelle Müntefering,SPD,96,1
357,Michael Thews,SPD,395,2
357,Michael Thews,SPD,463,1
36,Annette Widmann-Mauz,CDU,293,1
36,Annette Widmann-Mauz,CDU,414,1
361,Michel Brandt,The Left,202,1
361,Michel Brandt,The Left,298,1
363,Michael Roth,SPD,113,2
363,Michael Roth,SPD,166,2
363,Michael Roth,SPD,229,3
363,Michael Roth,SPD,393,3
363,Michael Roth,SPD,395,1
363,Michael Roth,SPD,398,2
363,Michael Roth,SPD,452,1
363,Michael Roth,SPD,463,1
363,Michael Roth,SPD,47,4
363,Michael Roth,SPD,502,2
363,Michael Roth,SPD,506,1
363,Michael Roth,SPD,547,3
364,Michael Schrodi,SPD,143,2
364,Michael Schrodi,SPD,395,1
364,Michael Schrodi,SPD,4,1
365,Monika Lazar,Greens,153,1
365,Monika Lazar,Greens,264,1
365,Monika Lazar,Greens,297,2
365,Monika Lazar,Greens,430,2
365,Monika Lazar,Greens,480,1
365,Monika Lazar,Greens,486,2
365,Monika Lazar,Greens,59,1
365,Monika Lazar,Greens,98,3
366,Martin Patzelt,CDU,45,2
367,Andreas Mrosek,AfD,232,1
367,Andreas Mrosek,AfD,329,1
367,Andreas Mrosek,AfD,406,1
367,Andreas Mrosek,AfD,468,1
369,Manfred Todtenhausen,FDP,467,1
371,Sepp Müller,CDU,351,1
371,Sepp Müller,CDU,354,1
371,Sepp Müller,CDU,374,1
371,Sepp Müller,CDU,547,1
371,Sepp Müller,CDU,77,1
371,Sepp Müller,CDU,84,1
373,Detlef Müller,SPD,24,1
373,Detlef Müller,SPD,393,1
373,Detlef Müller,SPD,395,1
373,Detlef Müller,SPD,42,1
373,Detlef Müller,SPD,453,1
373,Detlef Müller,SPD,461,1
373,Detlef Müller,SPD,464,1
373,Detlef Müller,SPD,465,3
373,Detlef Müller,SPD,547,1
373,Detlef Müller,SPD,78,1
373,Detlef Müller,SPD,84,1
374,Michael von Abercron,CDU,139,1
374,Michael von Abercron,CDU,143,1
374,Michael von Abercron,CDU,463,1
376,Norbert Röttgen,CDU,27,1
376,Norbert Röttgen,CDU,283,1
377,Nadine Schön,CDU,269,1
377,Nadine Schön,CDU,398,1
377,Nadine Schön,CDU,509,1
377,Nadine Schön,CDU,517,1
377,Nadine Schön,CDU,77,1
380,Nicole Bauer,FDP,467,2
382,Nicole Gohlke,The Left,110,1
383,Nicole Westig,FDP,182,1
383,Nicole Westig,FDP,252,1
383,Nicole Westig,FDP,356,1
383,Nicole Westig,FDP,398,1
383,Nicole Westig,FDP,83,1
384,Niels Annen,SPD,118,1
384,Niels Annen,SPD,166,1
384,Niels Annen,SPD,248,1
384,Niels Annen,SPD,393,1
384,Niels Annen,SPD,526,1
384,Niels Annen,SPD,75,1
385,Niema Movassat,The Left,107,1
385,Niema Movassat,The Left,110,1
385,Niema Movassat,The Left,143,2
385,Niema Movassat,The Left,15,1
385,Niema Movassat,The Left,168,2
385,Niema Movassat,The Left,193,1
385,Niema Movassat,The Left,232,1
385,Niema Movassat,The Left,290,1
385,Niema Movassat,The Left,296,1
385,Niema Movassat,The Left,32,2
385,Niema Movassat,The Left,331,3
385,Niema Movassat,The Left,338,1
385,Niema Movassat,The Left,375,1
385,Niema Movassat,The Left,448,1
385,Niema Movassat,The Left,459,1
385,Niema Movassat,The Left,509,1
385,Niema Movassat,The Left,539,6
385,Niema Movassat,The Left,553,2
385,Niema Movassat,The Left,62,1
385,Niema Movassat,The Left,71,1
385,Niema Movassat,The Left,86,2
385,Niema Movassat,The Left,94,1
385,Niema Movassat,The Left,99,12
386,Nils Schmid,SPD,203,1
388,Nina Warken,CDU,396,1
390,Norbert Müller,The Left,279,1
390,Norbert Müller,The Left,77,1
391,Omid Nouripour,Greens,202,2
391,Omid Nouripour,Greens,244,1
391,Omid Nouripour,Greens,3,1
392,Mahmut Özdemir,SPD,166,1
393,Aydan Özoğuz,SPD,118,1
393,Aydan Özoğuz,SPD,139,2
393,Aydan Özoğuz,SPD,275,1
393,Aydan Özoğuz,SPD,304,2
393,Aydan Özoğuz,SPD,325,1
393,Aydan Özoğuz,SPD,352,1
393,Aydan Özoğuz,SPD,363,6
393,Aydan Özoğuz,SPD,373,3
393,Aydan Özoğuz,SPD,384,1
393,Aydan Özoğuz,SPD,395,1
393,Aydan Özoğuz,SPD,465,3
393,Aydan Özoğuz,SPD,502,4
393,Aydan Özoğuz,SPD,512,1
393,Aydan Özoğuz,SPD,522,1
393,Aydan Özoğuz,SPD,526,1
393,Aydan Özoğuz,SPD,78,2
393,Aydan Özoğuz,SPD,96,2
394,Olaf in der Beek,FDP,259,1
394,Olaf in der Beek,FDP,283,1
394,Olaf in der Beek,FDP,462,1
395,Olaf Scholz,SPD,203,1
396,Olav Gutting,CDU,371,1
396,Olav Gutting,CDU,75,1
397,Oliver Krischer,Greens,177,1
397,Oliver Krischer,Greens,430,1
397,Oliver Krischer,Greens,59,1
398,Oliver Luksic,FDP,104,1
398,Oliver Luksic,FDP,149,3
398,Oliver Luksic,FDP,166,2
398,Oliver Luksic,FDP,17,1
398,Oliver Luksic,FDP,177,1
398,Oliver Luksic,FDP,193,1
398,Oliver Luksic,FDP,228,1
398,Oliver Luksic,FDP,260,4
398,Oliver Luksic,FDP,271,1
398,Oliver Luksic,FDP,283,1
398,Oliver Luksic,FDP,288,1
398,Oliver Luksic,FDP,363,1
398,Oliver Luksic,FDP,399,1
398,Oliver Luksic,FDP,409,2
398,Oliver Luksic,FDP,414,1
398,Oliver Luksic,FDP,430,1
398,Oliver Luksic,FDP,433,1
398,Oliver Luksic,FDP,480,1
398,Oliver Luksic,FDP,483,1
398,Oliver Luksic,FDP,486,1
398,Oliver Luksic,FDP,540,1
398,Oliver Luksic,FDP,68,3
398,Oliver Luksic,FDP,78,2
398,Oliver Luksic,FDP,83,1
399,Otto Fricke,FDP,101,4
399,Otto Fricke,FDP,110,1
399,Otto Fricke,FDP,139,1
399,Otto Fricke,FDP,143,2
399,Otto Fricke,FDP,205,2
399,Otto Fricke,FDP,212,2
399,Otto Fricke,FDP,398,1
399,Otto Fricke,FDP,426,1
399,Otto Fricke,FDP,433,1
399,Otto Fricke,FDP,453,1
399,Otto Fricke,FDP,462,1
399,Otto Fricke,FDP,486,10
399,Otto Fricke,FDP,494,1
399,Otto Fricke,FDP,510,1
399,Otto Fricke,FDP,539,1
399,Otto Fricke,FDP,547,5
4,Achim Post,SPD,142,1
4,Achim Post,SPD,70,1
400,Ottmar von Holtz,Greens,428,1
402,Pascal Meiser,The Left,452,1
402,Pascal Meiser,The Left,47,1
403,Patrick Sensburg,CDU,109,1
408,Peter Stein,CDU,103,2
408,Peter Stein,CDU,182,1
408,Peter Stein,CDU,255,3
408,Peter Stein,CDU,338,2
408,Peter Stein,CDU,376,1
408,Peter Stein,CDU,398,1
408,Peter Stein,CDU,414,3
408,Peter Stein,CDU,470,3
408,Peter Stein,CDU,479,1
408,Peter Stein,CDU,50,1
409,Peter Altmaier,CDU,142,1
409,Peter Altmaier,CDU,237,1
409,Peter Altmaier,CDU,304,2
409,Peter Altmaier,CDU,398,1
409,Peter Altmaier,CDU,426,2
41,Lisa Badum,Greens,184,1
41,Lisa Badum,Greens,282,4
41,Lisa Badum,Greens,44,1
41,Lisa Badum,Greens,53,1
412,Peter Felser,AfD,97,1
413,Peter Heidt,FDP,212,1
413,Peter Heidt,FDP,68,1
414,Peter Tauber,CDU,10,1
414,Peter Tauber,CDU,166,1
414,Peter Tauber,CDU,193,1
414,Peter Tauber,CDU,260,1
414,Peter Tauber,CDU,28,1
414,Peter Tauber,CDU,290,1
416,Petra Sitte,The Left,331,1
416,Petra Sitte,The Left,354,3
416,Petra Sitte,The Left,382,1
417,Petra Pau,The Left,284,1
417,Petra Pau,The Left,47,1
418,Petr Bystron,AfD,107,1
418,Petr Bystron,AfD,147,2
418,Petr Bystron,AfD,244,1
42,Bärbel Bas,SPD,139,1
42,Bärbel Bas,SPD,177,1
42,Bärbel Bas,SPD,203,1
42,Bärbel Bas,SPD,259,1
42,Bärbel Bas,SPD,260,1
42,Bärbel Bas,SPD,275,2
42,Bärbel Bas,SPD,305,1
42,Bärbel Bas,SPD,323,1
42,Bärbel Bas,SPD,333,1
42,Bärbel Bas,SPD,354,3
42,Bärbel Bas,SPD,355,1
42,Bärbel Bas,SPD,393,1
42,Bärbel Bas,SPD,395,1
42,Bärbel Bas,SPD,463,1
42,Bärbel Bas,SPD,483,1
42,Bärbel Bas,SPD,502,1
420,Jürgen Pohl,AfD,159,1
420,Jürgen Pohl,AfD,317,1
423,Patrick Schnieder,CDU,354,1
428,Hagen Reinhold,FDP,149,2
428,Hagen Reinhold,FDP,237,1
428,Hagen Reinhold,FDP,296,1
428,Hagen Reinhold,FDP,316,1
428,Hagen Reinhold,FDP,341,1
428,Hagen Reinhold,FDP,395,1
428,Hagen Reinhold,FDP,62,1
428,Hagen Reinhold,FDP,68,1
428,Hagen Reinhold,FDP,82,1
430,Renate Künast,Greens,100,1
430,Renate Künast,Greens,106,1
430,Renate Künast,Greens,115,4
430,Renate Künast,Greens,119,1
430,Renate Künast,Greens,131,2
430,Renate Künast,Greens,139,1
430,Renate Künast,Greens,168,1
430,Renate Künast,Greens,176,1
430,Renate Künast,Greens,182,1
430,Renate Künast,Greens,184,1
430,Renate Künast,Greens,218,1
430,Renate Künast,Greens,228,1
430,Renate Künast,Greens,231,3
430,Renate Künast,Greens,244,1
430,Renate Künast,Greens,252,3
430,Renate Künast,Greens,259,1
430,Renate Künast,Greens,264,3
430,Renate Künast,Greens,283,5
430,Renate Künast,Greens,284,1
430,Renate Künast,Greens,3,1
430,Renate Künast,Greens,309,7
430,Renate Künast,Greens,32,1
430,Renate Künast,Greens,323,1
430,Renate Künast,Greens,337,2
430,Renate Künast,Greens,397,4
430,Renate Künast,Greens,409,1
430,Renate Künast,Greens,468,1
430,Renate Künast,Greens,469,1
430,Renate Künast,Greens,47,1
430,Renate Künast,Greens,476,3
430,Renate Künast,Greens,480,1
430,Renate Künast,Greens,486,2
432,Martin Renner,AfD,381,1
432,Martin Renner,AfD,6,1
433,Bernd Reuther,FDP,149,1
433,Bernd Reuther,FDP,509,1
433,Bernd Reuther,FDP,78,1
434,Rita Schwarzelühr-Sutter,SPD,259,1
434,Rita Schwarzelühr-Sutter,SPD,333,1
434,Rita Schwarzelühr-Sutter,SPD,68,1
434,Rita Schwarzelühr-Sutter,SPD,74,1
437,Roderich Kiesewetter,CDU,139,2
437,Roderich Kiesewetter,CDU,166,1
437,Roderich Kiesewetter,CDU,184,1
437,Roderich Kiesewetter,CDU,242,1
437,Roderich Kiesewetter,CDU,335,1
437,Roderich Kiesewetter,CDU,338,1
437,Roderich Kiesewetter,CDU,376,2
437,Roderich Kiesewetter,CDU,399,1
437,Roderich Kiesewetter,CDU,407,1
437,Roderich Kiesewetter,CDU,409,1
437,Roderich Kiesewetter,CDU,414,1
437,Roderich Kiesewetter,CDU,470,1
437,Roderich Kiesewetter,CDU,547,2
438,Ronja Kemmer,CDU,377,1
441,Sarah Ryglewski,SPD,166,1
441,Sarah Ryglewski,SPD,259,1
441,Sarah Ryglewski,SPD,338,1
441,Sarah Ryglewski,SPD,47,1
443,Stefan Schwartze,SPD,465,1
444,Sabine Leidig,The Left,110,1
444,Sabine Leidig,The Left,266,1
446,Sandra Weeser,FDP,141,1
446,Sandra Weeser,FDP,142,1
446,Sandra Weeser,FDP,177,1
446,Sandra Weeser,FDP,253,1
446,Sandra Weeser,FDP,283,1
446,Sandra Weeser,FDP,354,1
446,Sandra Weeser,FDP,376,1
446,Sandra Weeser,FDP,467,2
446,Sandra Weeser,FDP,67,1
446,Sandra Weeser,FDP,68,1
446,Sandra Weeser,FDP,8,1
447,Saskia Ludwig,CDU,193,1
448,Simone Barrientos,The Left,259,1
448,Simone Barrientos,The Left,298,1
45,Beatrix von Storch,AfD,468,1
451,Jörg Schneider,AfD,232,1
452,Carsten Schneider,SPD,180,1
452,Carsten Schneider,SPD,290,1
452,Carsten Schneider,SPD,316,1
452,Carsten Schneider,SPD,46,1
452,Carsten Schneider,SPD,47,1
453,Andreas Schwarz,SPD,101,2
453,Andreas Schwarz,SPD,113,1
453,Andreas Schwarz,SPD,215,2
453,Andreas Schwarz,SPD,223,1
453,Andreas Schwarz,SPD,229,1
453,Andreas Schwarz,SPD,250,2
453,Andreas Schwarz,SPD,259,1
453,Andreas Schwarz,SPD,280,1
453,Andreas Schwarz,SPD,290,1
453,Andreas Schwarz,SPD,293,1
453,Andreas Schwarz,SPD,333,5
453,Andreas Schwarz,SPD,338,1
453,Andreas Schwarz,SPD,364,1
453,Andreas Schwarz,SPD,384,1
453,Andreas Schwarz,SPD,395,3
453,Andreas Schwarz,SPD,399,1
453,Andreas Schwarz,SPD,4,2
453,Andreas Schwarz,SPD,42,2
453,Andreas Schwarz,SPD,452,1
453,Andreas Schwarz,SPD,457,1
453,Andreas Schwarz,SPD,463,3
453,Andreas Schwarz,SPD,464,1
453,Andreas Schwarz,SPD,465,1
453,Andreas Schwarz,SPD,52,1
453,Andreas Schwarz,SPD,59,1
453,Andreas Schwarz,SPD,74,1
454,Sebastian Hartmann,SPD,103,3
454,Sebastian Hartmann,SPD,119,1
454,Sebastian Hartmann,SPD,177,1
454,Sebastian Hartmann,SPD,229,2
454,Sebastian Hartmann,SPD,290,1
454,Sebastian Hartmann,SPD,352,2
454,Sebastian Hartmann,SPD,395,1
457,Siemtje Möller,SPD,193,1
458,Thomas Silberhorn,CSU,193,1
458,Thomas Silberhorn,CSU,228,1
458,Thomas Silberhorn,CSU,478,1
459,Stefan Müller,CSU,177,1
459,Stefan Müller,CSU,241,1
459,Stefan Müller,CSU,260,1
459,Stefan Müller,CSU,335,1
459,Stefan Müller,CSU,47,2
459,Stefan Müller,CSU,8,1
46,Bela Bach,SPD,177,1
46,Bela Bach,SPD,463,1
460,Sönke Rix,SPD,166,1
460,Sönke Rix,SPD,209,1
460,Sönke Rix,SPD,260,1
460,Sönke Rix,SPD,264,1
460,Sönke Rix,SPD,290,3
460,Sönke Rix,SPD,316,1
460,Sönke Rix,SPD,354,3
460,Sönke Rix,SPD,403,1
460,Sönke Rix,SPD,42,1
460,Sönke Rix,SPD,487,1
460,Sönke Rix,SPD,68,2
461,Sören Bartol,SPD,110,1
461,Sören Bartol,SPD,119,1
461,Sören Bartol,SPD,260,1
461,Sören Bartol,SPD,281,1
461,Sören Bartol,SPD,335,1
461,Sören Bartol,SPD,373,1
461,Sören Bartol,SPD,395,1
461,Sören Bartol,SPD,414,1
461,Sören Bartol,SPD,483,1
461,Sören Bartol,SPD,486,1
461,Sören Bartol,SPD,506,1
461,Sören Bartol,SPD,509,1
461,Sören Bartol,SPD,537,1
461,Sören Bartol,SPD,82,1
461,Sören Bartol,SPD,98,1
463,SPD Bundestag,SPD,113,1
463,SPD Bundestag,SPD,114,1
463,SPD Bundestag,SPD,139,2
463,SPD Bundestag,SPD,162,1
463,SPD Bundestag,SPD,172,1
463,SPD Bundestag,SPD,203,1
463,SPD Bundestag,SPD,229,1
463,SPD Bundestag,SPD,236,1
463,SPD Bundestag,SPD,254,2
463,SPD Bundestag,SPD,260,1
463,SPD Bundestag,SPD,267,1
463,SPD Bundestag,SPD,327,3
463,SPD Bundestag,SPD,373,1
463,SPD Bundestag,SPD,386,2
463,SPD Bundestag,SPD,409,1
463,SPD Bundestag,SPD,42,4
463,SPD Bundestag,SPD,452,1
463,SPD Bundestag,SPD,460,1
463,SPD Bundestag,SPD,461,1
463,SPD Bundestag,SPD,522,1
463,SPD Bundestag,SPD,98,1
464,SPD,SPD,202,2
464,SPD,SPD,290,1
464,SPD,SPD,395,4
465,Svenja Stadler,SPD,101,1
465,Svenja Stadler,SPD,118,2
465,Svenja Stadler,SPD,215,1
465,Svenja Stadler,SPD,229,1
465,Svenja Stadler,SPD,24,1
465,Svenja Stadler,SPD,250,1
465,Svenja Stadler,SPD,325,1
465,Svenja Stadler,SPD,335,1
465,Svenja Stadler,SPD,352,4
465,Svenja Stadler,SPD,363,1
465,Svenja Stadler,SPD,364,1
465,Svenja Stadler,SPD,373,1
465,Svenja Stadler,SPD,393,3
465,Svenja Stadler,SPD,453,1
465,Svenja Stadler,SPD,47,1
467,Bettina Stark-Watzinger,FDP,106,1
467,Bettina Stark-Watzinger,FDP,119,1
467,Bettina Stark-Watzinger,FDP,17,2
467,Bettina Stark-Watzinger,FDP,205,1
467,Bettina Stark-Watzinger,FDP,237,2
